T1_inlet_C,T2_outlet_C,P1_inlet_bar,P2_outlet_bar,Catalyst_wt%,Time_min,Stirring_Speed_rpm,pH,Yield_%
95.51470775669426,95.38222746824135,3.511383363344614,3.447485510320861,1.0567369633253132,130.69062378436988,280.63928450905945,6.605550256543935,305.4566311355841
114.02253918026634,117.57116274725502,3.1277643508507427,3.0088725349093504,2.0965863944183734,70.59659129726485,259.59337306922174,7.064941815767795,356.7223904040958
110.42035122547409,111.40408370252197,1.9371663903391105,2.4769323457547854,1.1525078360822936,42.1844452210009,274.05710827871985,7.128833175559495,337.1381563104013
105.77809660373293,106.81644631826522,4.407191271565716,4.058946972599859,1.0987667474106966,178.8872693231645,291.9246348053109,7.2011663939742725,343.78856183897926
87.92011696149058,83.88277723617361,3.7554126408024175,3.6460438377536395,0.9650119844156624,53.43022618958989,366.54013602595654,6.332510660699401,272.95088592897787
89.48212299011198,82.24608195277477,1.358957457486579,1.7428799360299445,0.7593579564484707,178.26314909452216,376.39748883914984,6.759474809643297,286.4615713870849
84.8251109503747,76.81472836741808,4.581866922565397,4.800386839831889,1.012926122033532,176.5919898849671,327.9499241725583,7.234388454233933,282.81014432897354
116.02458606868271,116.17101981173504,4.139717690574559,4.239841194483777,1.2106394969477754,149.07271558620596,384.62623394625064,7.939637729267569,361.0433621367743
103.83410333535241,100.73450065120673,4.863034555251532,4.679697614229368,1.8479884162914608,128.91344431229965,224.47247768340978,7.455262275399377,334.5921905062468
103.34002031129384,101.86423133298436,4.170968122758069,4.187352005893142,0.6251296844389032,116.6710575376627,226.33647111744799,7.845207514187916,325.94964472315183
82.11223442922986,81.98911558542498,3.0786262898140104,3.8014407165026753,0.9210138793306859,159.9152318066752,251.54883810729754,7.524424116628354,276.0794958205519
119.41945714796911,126.27539263877816,2.695977360991959,2.8687437553188344,2.118047280583353,73.4159282429232,355.4232494121034,7.183433937784801,373.0205226410951
114.11244214360299,113.27949289739719,4.698887374302725,4.747977561929058,0.7938438471675415,100.15218187273156,264.19840360949405,6.384046738272689,351.92302884445917
84.66331869967011,91.00903675048598,4.598523573291727,4.302602413673449,1.185290293045043,122.90849540497528,284.9853210477732,7.333371303785026,293.1551236336708
84.02982906705924,87.51848676392672,1.2235140060722955,1.0147857991134446,2.22931784371628,91.67857138042366,320.0938508518982,7.246759131919815,276.75661612930475
90.49563895413607,87.03951143456393,0.9550740316412442,1.2099707190421596,0.8098506222868853,94.1229681135402,443.55983720311394,7.2049383409145324,274.6533466591055
